Year,Zip_Code,Number_of_Asthma_ED_Visits,Age_Adjusted_Rate_of_Asthma_ED_V,Age_Group,county
2018,90001,192,95.2,0-17,Los Angeles
2018,90002,248,135.1,0-17,Los Angeles
2018,90003,317,131.8,0-17,Los Angeles
2018,90004,113,85.6,0-17,Los Angeles
2018,90005,54,59,0-17,Los Angeles
2018,90006,120,82.2,0-17,Los Angeles
2018,90007,81,111.4,0-17,Los Angeles
2018,90008,115,152.2,0-17,Los Angeles
2018,90011,355,95.8,0-17,Los Angeles
2018,90012,14,36.6,0-17,Los Angeles
2018,90015,45,90.3,0-17,Los Angeles
2018,90016,116,100.5,0-17,Los Angeles
2018,90017,51,74.9,0-17,Los Angeles
2018,90018,164,127.5,0-17,Los Angeles
2018,90019,98,72.9,0-17,Los Angeles
2018,90020,57,75.5,0-17,Los Angeles
2018,90022,179,90.5,0-17,Los Angeles
2018,90023,100,66.2,0-17,Los Angeles
2018,90024,14,39.5,0-17,Los Angeles
2018,90025,23,39.7,0-17,Los Angeles
2018,90026,131,97.7,0-17,Los Angeles
2018,90027,39,71.4,0-17,Los Angeles
2018,90028,19,66.7,0-17,Los Angeles
2018,90029,85,111.3,0-17,Los Angeles
2018,90031,67,65.6,0-17,Los Angeles
2018,90032,90,77.1,0-17,Los Angeles
2018,90033,128,89.7,0-17,Los Angeles
2018,90034,38,38.1,0-17,Los Angeles
2018,90035,21,34.9,0-17,Los Angeles
2018,90036,22,34.5,0-17,Los Angeles
2018,90037,246,131.4,0-17,Los Angeles
2018,90038,36,66.4,0-17,Los Angeles
2018,90039,39,76.5,0-17,Los Angeles
2018,90040,35,101.9,0-17,Los Angeles
2018,90041,29,58.6,0-17,Los Angeles
2018,90042,73,47.8,0-17,Los Angeles
2018,90043,194,192,0-17,Los Angeles
2018,90044,412,144.5,0-17,Los Angeles
2018,90045,28,38.1,0-17,Los Angeles
2018,90046,13,30.5,0-17,Los Angeles
2018,90047,185,155.4,0-17,Los Angeles
2018,90049,12,20.4,0-17,Los Angeles
2018,90057,99,93.2,0-17,Los Angeles
2018,90059,245,164.5,0-17,Los Angeles
2018,90061,134,159.1,0-17,Los Angeles
2018,90062,140,161.1,0-17,Los Angeles
2018,90063,130,76.2,0-17,Los Angeles
2018,90064,22,43.5,0-17,Los Angeles
2018,90065,72,67.7,0-17,Los Angeles
2018,90066,34,33.3,0-17,Los Angeles
2018,90201,241,74.8,0-17,Los Angeles
2018,90220,178,119.3,0-17,Los Angeles
2018,90221,176,96.9,0-17,Los Angeles
2018,90222,135,133.5,0-17,Los Angeles
2018,90230,43,64.5,0-17,Los Angeles
2018,90232,12,42.7,0-17,Los Angeles
2018,90240,28,46.8,0-17,Los Angeles
2018,90241,61,56.5,0-17,Los Angeles
2018,90242,66,57.8,0-17,Los Angeles
2018,90245,13,42.2,0-17,Los Angeles
2018,90247,98,84.6,0-17,Los Angeles
2018,90248,21,99.4,0-17,Los Angeles
2018,90249,60,96.7,0-17,Los Angeles
2018,90250,218,86.9,0-17,Los Angeles
2018,90255,140,62.4,0-17,Los Angeles
2018,90260,76,84.6,0-17,Los Angeles
2018,90262,189,84.4,0-17,Los Angeles
2018,90266,14,18.7,0-17,Los Angeles
2018,90270,45,51.3,0-17,Los Angeles
2018,90275,14,20.6,0-17,Los Angeles
2018,90277,21,38.2,0-17,Los Angeles
2018,90278,33,35,0-17,Los Angeles
2018,90280,170,59.9,0-17,Los Angeles
2018,90291,13,32.4,0-17,Los Angeles
2018,90301,100,106,0-17,Los Angeles
2018,90302,64,86.3,0-17,Los Angeles
2018,90303,71,100.3,0-17,Los Angeles
2018,90304,62,67.9,0-17,Los Angeles
2018,90305,47,163.9,0-17,Los Angeles
2018,90403,12,35.9,0-17,Los Angeles
2018,90404,23,78.7,0-17,Los Angeles
2018,90405,14,37.1,0-17,Los Angeles
2018,90501,76,74,0-17,Los Angeles
2018,90502,39,103.8,0-17,Los Angeles
2018,90503,34,39,0-17,Los Angeles
2018,90504,22,36.4,0-17,Los Angeles
2018,90505,25,37,0-17,Los Angeles
2018,90601,51,68.1,0-17,Los Angeles
2018,90602,45,66.1,0-17,Los Angeles
2018,90603,29,66.5,0-17,Los Angeles
2018,90604,45,45.9,0-17,Los Angeles
2018,90605,100,94.7,0-17,Los Angeles
2018,90606,62,76,0-17,Los Angeles
2018,90620,57,57.1,0-17,Orange
2018,90621,56,58.4,0-17,Orange
2018,90623,21,74.5,0-17,Orange
2018,90630,32,33.8,0-17,Orange
2018,90631,95,55.9,0-17,Orange
2018,90638,32,34.1,0-17,Los Angeles
2018,90640,106,67.9,0-17,Los Angeles
2018,90650,159,58.6,0-17,Los Angeles
2018,90660,109,69.3,0-17,Los Angeles
2018,90670,20,56.7,0-17,Los Angeles
2018,90680,49,60.3,0-17,Orange
2018,90701,20,59.7,0-17,Los Angeles
2018,90703,39,48.6,0-17,Los Angeles
2018,90706,156,76,0-17,Los Angeles
2018,90710,56,93.4,0-17,Los Angeles
2018,90712,26,37.4,0-17,Los Angeles
2018,90713,22,36.3,0-17,Los Angeles
2018,90715,36,76.3,0-17,Los Angeles
2018,90716,22,50.2,0-17,Los Angeles
2018,90717,36,79,0-17,Los Angeles
2018,90720,20,48,0-17,Orange
2018,90723,116,70.8,0-17,Los Angeles
2018,90731,141,96.5,0-17,Los Angeles
2018,90732,26,63.6,0-17,Los Angeles
2018,90744,153,90.6,0-17,Los Angeles
2018,90745,88,68.4,0-17,Los Angeles
2018,90746,59,122.2,0-17,Los Angeles
2018,90755,30,106.8,0-17,Los Angeles
2018,90802,43,61.1,0-17,Los Angeles
2018,90803,14,34.3,0-17,Los Angeles
2018,90804,80,84.5,0-17,Los Angeles
2018,90805,310,110.7,0-17,Los Angeles
2018,90806,119,98.9,0-17,Los Angeles
2018,90807,35,54.7,0-17,Los Angeles
2018,90808,34,44.7,0-17,Los Angeles
2018,90810,79,76.9,0-17,Los Angeles
2018,90813,169,91.3,0-17,Los Angeles
2018,90814,25,85.1,0-17,Los Angeles
2018,90815,22,29.1,0-17,Los Angeles
2018,91001,44,55.9,0-17,Los Angeles
2018,91006,23,35.5,0-17,Los Angeles
2018,91007,18,30,0-17,Los Angeles
2018,91010,33,56.5,0-17,Los Angeles
2018,91011,15,37.6,0-17,Los Angeles
2018,91016,38,41.7,0-17,Los Angeles
2018,91030,26,53.4,0-17,Los Angeles
2018,91040,16,43,0-17,Los Angeles
2018,91042,28,52.1,0-17,Los Angeles
2018,91101,12,41.5,0-17,Los Angeles
2018,91103,40,56.5,0-17,Los Angeles
2018,91104,37,46.3,0-17,Los Angeles
2018,91106,31,79.6,0-17,Los Angeles
2018,91107,24,36.7,0-17,Los Angeles
2018,91201,18,46.9,0-17,Los Angeles
2018,91202,14,34.7,0-17,Los Angeles
2018,91203,15,46.4,0-17,Los Angeles
2018,91204,21,61.5,0-17,Los Angeles
2018,91205,24,37.1,0-17,Los Angeles
2018,91206,29,52.5,0-17,Los Angeles
2018,91214,28,53,0-17,Los Angeles
2018,91302,14,25.2,0-17,Los Angeles
2018,91303,65,93.3,0-17,Los Angeles
2018,91304,96,84.1,0-17,Los Angeles
2018,91306,113,105.6,0-17,Los Angeles
2018,91307,27,57.5,0-17,Los Angeles
2018,91311,46,68.1,0-17,Los Angeles
2018,91316,28,54.1,0-17,Los Angeles
2018,91320,23,22.3,0-17,Ventura
2018,91321,49,56.6,0-17,Los Angeles
2018,91324,35,61.5,0-17,Los Angeles
2018,91325,50,79.1,0-17,Los Angeles
2018,91326,19,30.3,0-17,Los Angeles
2018,91331,203,65.7,0-17,Los Angeles
2018,91335,202,118,0-17,Los Angeles
2018,91340,80,74.9,0-17,Los Angeles
2018,91342,175,70.2,0-17,Los Angeles
2018,91343,171,101.9,0-17,Los Angeles
2018,91344,58,59.3,0-17,Los Angeles
2018,91345,31,72.7,0-17,Los Angeles
2018,91350,37,39.8,0-17,Los Angeles
2018,91351,38,47.6,0-17,Los Angeles
2018,91352,108,84.2,0-17,Los Angeles
2018,91354,22,27.1,0-17,Los Angeles
2018,91355,14,19.2,0-17,Los Angeles
2018,91356,27,46.8,0-17,Los Angeles
2018,91360,33,39.8,0-17,Ventura
2018,91362,18,24.7,0-17,Ventura
2018,91364,16,31.1,0-17,Los Angeles
2018,91367,26,33.3,0-17,Los Angeles
2018,91384,18,30.3,0-17,Los Angeles
2018,91387,59,51.6,0-17,Los Angeles
2018,91401,56,63.1,0-17,Los Angeles
2018,91402,205,102,0-17,Los Angeles
2018,91403,12,30.7,0-17,Los Angeles
2018,91405,108,85.2,0-17,Los Angeles
2018,91406,91,69.4,0-17,Los Angeles
2018,91411,47,82.2,0-17,Los Angeles
2018,91423,20,40.4,0-17,Los Angeles
2018,91501,13,34.7,0-17,Los Angeles
2018,91504,16,31.3,0-17,Los Angeles
2018,91505,18,33.5,0-17,Los Angeles
2018,91506,17,50.8,0-17,Los Angeles
2018,91601,53,80.6,0-17,Los Angeles
2018,91604,14,28.3,0-17,Los Angeles
2018,91605,132,92.6,0-17,Los Angeles
2018,91606,78,75.8,0-17,Los Angeles
2018,91607,32,59.5,0-17,Los Angeles
2018,91701,15,19.7,0-17,San Bernardino
2018,91702,192,116.6,0-17,Los Angeles
2018,91706,190,88,0-17,Los Angeles
2018,91708,12,35.8,0-17,San Bernardino
2018,91709,60,33.6,0-17,San Bernardino
2018,91710,119,58.8,0-17,San Bernardino
2018,91711,17,29.2,0-17,Los Angeles
2018,91722,73,83,0-17,Los Angeles
2018,91723,45,101.3,0-17,Los Angeles
2018,91724,40,73.6,0-17,Los Angeles
2018,91730,77,46.6,0-17,San Bernardino
2018,91731,76,97.6,0-17,Los Angeles
2018,91732,179,105.3,0-17,Los Angeles
2018,91733,110,85,0-17,Los Angeles
2018,91737,15,29.9,0-17,San Bernardino
2018,91739,28,26.4,0-17,San Bernardino
2018,91740,56,99.8,0-17,Los Angeles
2018,91741,27,52.1,0-17,Los Angeles
2018,91744,215,94.5,0-17,Los Angeles
2018,91745,77,75,0-17,Los Angeles
2018,91746,54,63.2,0-17,Los Angeles
2018,91748,29,36.2,0-17,Los Angeles
2018,91750,36,57,0-17,Los Angeles
2018,91752,38,36.2,0-17,Riverside
2018,91754,29,46.6,0-17,Los Angeles
2018,91755,22,49.7,0-17,Los Angeles
2018,91761,82,50.2,0-17,San Bernardino
2018,91762,98,60.8,0-17,San Bernardino
2018,91763,71,64.9,0-17,San Bernardino
2018,91764,90,54.2,0-17,San Bernardino
2018,91765,35,42,0-17,Los Angeles
2018,91766,148,69.9,0-17,Los Angeles
2018,91767,116,85.4,0-17,Los Angeles
2018,91768,96,108.6,0-17,Los Angeles
2018,91770,71,55.1,0-17,Los Angeles
2018,91773,57,91.9,0-17,Los Angeles
2018,91775,28,54.6,0-17,Los Angeles
2018,91776,41,57.5,0-17,Los Angeles
2018,91780,33,54.3,0-17,Los Angeles
2018,91784,20,37.2,0-17,San Bernardino
2018,91786,73,59.2,0-17,San Bernardino
2018,91789,23,35.1,0-17,Los Angeles
2018,91790,79,70.4,0-17,Los Angeles
2018,91791,46,63.4,0-17,Los Angeles
2018,91792,34,52.7,0-17,Los Angeles
2018,91801,60,61.4,0-17,Los Angeles
2018,91803,33,57,0-17,Los Angeles
2018,91901,12,34.6,0-17,San Diego
2018,91902,18,54.4,0-17,San Diego
2018,91910,140,77.3,0-17,San Diego
2018,91911,156,71.8,0-17,San Diego
2018,91913,62,42.6,0-17,San Diego
2018,91914,17,34,0-17,San Diego
2018,91915,30,32.6,0-17,San Diego
2018,91932,57,85.7,0-17,San Diego
2018,91941,26,36.6,0-17,San Diego
2018,91942,34,44.6,0-17,San Diego
2018,91945,63,95.6,0-17,San Diego
2018,91950,154,100.6,0-17,San Diego
2018,91977,115,74.5,0-17,San Diego
2018,92009,15,13.8,0-17,San Diego
2018,92010,15,41.5,0-17,San Diego
2018,92019,49,54,0-17,San Diego
2018,92020,83,54.5,0-17,San Diego
2018,92021,101,62.5,0-17,San Diego
2018,92024,25,24,0-17,San Diego
2018,92025,45,31.2,0-17,San Diego
2018,92026,35,27.4,0-17,San Diego
2018,92027,46,30.3,0-17,San Diego
2018,92028,31,28.5,0-17,San Diego
2018,92037,13,21.1,0-17,San Diego
2018,92040,42,42.9,0-17,San Diego
2018,92054,37,34.4,0-17,San Diego
2018,92056,40,35.8,0-17,San Diego
2018,92057,43,29.2,0-17,San Diego
2018,92058,32,43.6,0-17,San Diego
2018,92064,44,41.9,0-17,San Diego
2018,92065,24,29.4,0-17,San Diego
2018,92069,39,27.8,0-17,San Diego
2018,92071,47,38.1,0-17,San Diego
2018,92078,30,25.2,0-17,San Diego
2018,92081,13,21.8,0-17,San Diego
2018,92082,15,32.3,0-17,San Diego
2018,92083,51,44,0-17,San Diego
2018,92084,45,35,0-17,San Diego
2018,92101,23,74.8,0-17,San Diego
2018,92102,102,86.2,0-17,San Diego
2018,92103,12,39.3,0-17,San Diego
2018,92104,42,49.6,0-17,San Diego
2018,92105,174,80.9,0-17,San Diego
2018,92107,13,37.1,0-17,San Diego
2018,92108,14,48.9,0-17,San Diego
2018,92109,20,46.2,0-17,San Diego
2018,92110,28,71.9,0-17,San Diego
2018,92111,90,87.2,0-17,San Diego
2018,92113,179,109.5,0-17,San Diego
2018,92114,166,101.4,0-17,San Diego
2018,92115,115,95.5,0-17,San Diego
2018,92116,35,69.7,0-17,San Diego
2018,92117,42,46.4,0-17,San Diego
2018,92119,14,33.3,0-17,San Diego
2018,92120,28,55.5,0-17,San Diego
2018,92122,17,30.7,0-17,San Diego
2018,92123,49,72.4,0-17,San Diego
2018,92124,28,31.9,0-17,San Diego
2018,92126,64,39.6,0-17,San Diego
2018,92127,45,30.7,0-17,San Diego
2018,92128,27,28.4,0-17,San Diego
2018,92129,23,17,0-17,San Diego
2018,92130,18,10.9,0-17,San Diego
2018,92131,18,18.5,0-17,San Diego
2018,92139,53,59.6,0-17,San Diego
2018,92154,140,67.6,0-17,San Diego
2018,92173,62,73.5,0-17,San Diego
2018,92201,87,46.3,0-17,Riverside
2018,92203,25,31.7,0-17,Riverside
2018,92220,60,84.7,0-17,Riverside
2018,92223,57,39,0-17,Riverside
2018,92225,48,98.2,0-17,Riverside
2018,92227,187,224.6,0-17,Imperial
2018,92231,67,59.4,0-17,Imperial
2018,92234,44,34.6,0-17,Riverside
2018,92236,81,51.3,0-17,Riverside
2018,92240,75,70.7,0-17,Riverside
2018,92243,168,120.4,0-17,Imperial
2018,92249,24,100.2,0-17,Imperial
2018,92250,21,97.6,0-17,Imperial
2018,92251,79,137.1,0-17,Imperial
2018,92253,21,28.4,0-17,Riverside
2018,92254,14,27.6,0-17,Riverside
2018,92262,21,47.1,0-17,Riverside
2018,92274,27,35.7,0-17,Riverside
2018,92277,32,53.2,0-17,San Bernardino
2018,92284,40,70.8,0-17,San Bernardino
2018,92301,112,94.3,0-17,San Bernardino
2018,92307,124,130.2,0-17,San Bernardino
2018,92308,79,77.7,0-17,San Bernardino
2018,92311,116,127.1,0-17,San Bernardino
2018,92313,19,70.8,0-17,San Bernardino
2018,92316,72,78,0-17,San Bernardino
2018,92324,129,74.1,0-17,San Bernardino
2018,92325,15,88.9,0-17,San Bernardino
2018,92335,188,58.6,0-17,San Bernardino
2018,92336,116,41.2,0-17,San Bernardino
2018,92337,61,55.3,0-17,San Bernardino
2018,92344,36,55.6,0-17,San Bernardino
2018,92345,136,57.5,0-17,San Bernardino
2018,92346,95,65.6,0-17,San Bernardino
2018,92354,20,41.5,0-17,San Bernardino
2018,92371,16,39.6,0-17,San Bernardino
2018,92373,27,41.3,0-17,San Bernardino
2018,92374,46,46,0-17,San Bernardino
2018,92376,175,68.2,0-17,San Bernardino
2018,92377,35,66.9,0-17,San Bernardino
2018,92392,174,103.1,0-17,San Bernardino
2018,92394,101,86.8,0-17,San Bernardino
2018,92395,126,96.9,0-17,San Bernardino
2018,92399,45,35.3,0-17,San Bernardino
2018,92404,200,103.1,0-17,San Bernardino
2018,92405,127,137.7,0-17,San Bernardino
2018,92407,131,75.3,0-17,San Bernardino
2018,92408,31,68,0-17,San Bernardino
2018,92410,183,105,0-17,San Bernardino
2018,92411,99,110.5,0-17,San Bernardino
2018,92501,39,73.1,0-17,Riverside
2018,92503,164,63.5,0-17,Riverside
2018,92504,94,69.2,0-17,Riverside
2018,92505,96,71.9,0-17,Riverside
2018,92506,49,54.6,0-17,Riverside
2018,92507,77,60.2,0-17,Riverside
2018,92508,36,39.2,0-17,Riverside
2018,92509,102,44.1,0-17,Riverside
2018,92530,113,70.2,0-17,Riverside
2018,92532,30,40.9,0-17,Riverside
2018,92543,82,94.5,0-17,Riverside
2018,92544,69,59.4,0-17,Riverside
2018,92545,77,78.3,0-17,Riverside
2018,92551,77,76.1,0-17,Riverside
2018,92553,162,67.7,0-17,Riverside
2018,92555,80,69.4,0-17,Riverside
2018,92557,80,61.8,0-17,Riverside
2018,92562,90,57.2,0-17,Riverside
2018,92563,82,40.5,0-17,Riverside
2018,92567,14,49.9,0-17,Riverside
2018,92570,90,50.6,0-17,Riverside
2018,92571,107,55.9,0-17,Riverside
2018,92582,35,62.2,0-17,Riverside
2018,92583,117,131.6,0-17,Riverside
2018,92584,76,57.6,0-17,Riverside
2018,92585,25,40.5,0-17,Riverside
2018,92586,17,67.8,0-17,Riverside
2018,92587,14,33.1,0-17,Riverside
2018,92591,51,43.3,0-17,Riverside
2018,92592,89,41.2,0-17,Riverside
2018,92595,49,57.6,0-17,Riverside
2018,92596,40,42.1,0-17,Riverside
2018,92602,15,20.7,0-17,Orange
2018,92604,21,42.4,0-17,Orange
2018,92606,20,37.7,0-17,Orange
2018,92614,14,28,0-17,Orange
2018,92618,21,27.1,0-17,Orange
2018,92620,35,27.2,0-17,Orange
2018,92626,37,38.8,0-17,Orange
2018,92627,72,48.8,0-17,Orange
2018,92629,12,28.2,0-17,Orange
2018,92630,39,27.1,0-17,Orange
2018,92646,24,23.5,0-17,Orange
2018,92647,59,44.6,0-17,Orange
2018,92648,25,31.9,0-17,Orange
2018,92649,18,33.6,0-17,Orange
2018,92653,14,23.3,0-17,Orange
2018,92655,12,67.9,0-17,Orange
2018,92656,26,19.9,0-17,Orange
2018,92660,24,38.4,0-17,Orange
2018,92672,18,23.1,0-17,Orange
2018,92675,20,23.1,0-17,Orange
2018,92677,33,25.7,0-17,Orange
2018,92679,16,23.9,0-17,Orange
2018,92683,105,51.9,0-17,Orange
2018,92688,18,14.5,0-17,Orange
2018,92691,27,30.1,0-17,Orange
2018,92692,31,34.1,0-17,Orange
2018,92701,96,51.1,0-17,Orange
2018,92703,126,61.1,0-17,Orange
2018,92704,138,54.8,0-17,Orange
2018,92705,54,54.8,0-17,Orange
2018,92706,60,56,0-17,Orange
2018,92707,93,51,0-17,Orange
2018,92708,39,38.8,0-17,Orange
2018,92780,88,59.7,0-17,Orange
2018,92782,17,22.3,0-17,Orange
2018,92801,107,57.6,0-17,Orange
2018,92802,78,62.8,0-17,Orange
2018,92804,128,57.1,0-17,Orange
2018,92805,170,76.2,0-17,Orange
2018,92806,51,52.4,0-17,Orange
2018,92807,20,27.4,0-17,Orange
2018,92821,13,16.5,0-17,Orange
2018,92831,48,74.5,0-17,Orange
2018,92832,38,60.2,0-17,Orange
2018,92833,67,52.7,0-17,Orange
2018,92835,15,31.4,0-17,Orange
2018,92840,95,69.1,0-17,Orange
2018,92841,34,45.3,0-17,Orange
2018,92843,68,54.3,0-17,Orange
2018,92844,21,38,0-17,Orange
2018,92865,19,42.6,0-17,Orange
2018,92866,13,41.3,0-17,Orange
2018,92867,37,34.8,0-17,Orange
2018,92868,46,87,0-17,Orange
2018,92869,33,39,0-17,Orange
2018,92870,44,36.2,0-17,Orange
2018,92879,75,59.1,0-17,Riverside
2018,92880,75,30,0-17,Riverside
2018,92881,18,22.2,0-17,Riverside
2018,92882,94,48.1,0-17,Riverside
2018,92883,23,25.1,0-17,Riverside
2018,92886,32,30.3,0-17,Orange
2018,92887,16,41.8,0-17,Orange
2018,93001,43,60.2,0-17,Ventura
2018,93003,49,48.3,0-17,Ventura
2018,93004,26,39.1,0-17,Ventura
2018,93010,38,42.3,0-17,Ventura
2018,93012,18,22.9,0-17,Ventura
2018,93013,15,46.9,0-17,Santa Barbara
2018,93015,26,49.5,0-17,Ventura
2018,93021,36,37.5,0-17,Ventura
2018,93030,127,71.6,0-17,Ventura
2018,93033,138,51.9,0-17,Ventura
2018,93035,25,40.9,0-17,Ventura
2018,93036,82,58.6,0-17,Ventura
2018,93041,39,64.4,0-17,Ventura
2018,93060,48,47.7,0-17,Ventura
2018,93063,63,50.9,0-17,Ventura
2018,93065,74,44.2,0-17,Ventura
2018,93101,17,28.6,0-17,Santa Barbara
2018,93103,21,55.5,0-17,Santa Barbara
2018,93105,17,43.1,0-17,Santa Barbara
2018,93110,13,44.7,0-17,Santa Barbara
2018,93117,31,40.9,0-17,Santa Barbara
2018,93203,36,45.5,0-17,Kern
2018,93204,23,66.6,0-17,Kings
2018,93210,19,50.8,0-17,Fresno
2018,93212,39,81.9,0-17,Kings
2018,93215,147,94.4,0-17,Kern
2018,93219,19,43.4,0-17,Tulare
2018,93221,22,53.8,0-17,Tulare
2018,93230,193,96.8,0-17,Kings
2018,93234,17,59.4,0-17,Fresno
2018,93241,37,56.4,0-17,Kern
2018,93245,71,60.5,0-17,Kings
2018,93247,31,50.5,0-17,Tulare
2018,93250,25,47.7,0-17,Kern
2018,93257,184,73.2,0-17,Tulare
2018,93263,36,49.8,0-17,Kern
2018,93267,13,60.1,0-17,Tulare
2018,93268,12,23.7,0-17,Kern
2018,93274,116,50.4,0-17,Tulare
2018,93277,51,38.6,0-17,Tulare
2018,93280,52,60.9,0-17,Kern
2018,93291,65,33.8,0-17,Tulare
2018,93292,55,47.3,0-17,Tulare
2018,93301,89,252.7,0-17,Kern
2018,93304,200,124,0-17,Kern
2018,93305,151,116,0-17,Kern
2018,93306,157,75.9,0-17,Kern
2018,93307,243,78.1,0-17,Kern
2018,93308,89,61.5,0-17,Kern
2018,93309,123,80.7,0-17,Kern
2018,93311,48,36,0-17,Kern
2018,93312,68,41.2,0-17,Kern
2018,93313,87,53.8,0-17,Kern
2018,93314,21,25.7,0-17,Kern
2018,93401,17,41.5,0-17,San Luis Obispo
2018,93402,14,57.6,0-17,San Luis Obispo
2018,93420,24,44.5,0-17,San Luis Obispo
2018,93422,15,21.6,0-17,San Luis Obispo
2018,93433,14,46.1,0-17,San Luis Obispo
2018,93434,19,77.8,0-17,Santa Barbara
2018,93436,67,49.2,0-17,Santa Barbara
2018,93444,17,34.5,0-17,San Luis Obispo
2018,93445,16,94.5,0-17,San Luis Obispo
2018,93446,39,36,0-17,San Luis Obispo
2018,93454,53,49.4,0-17,Santa Barbara
2018,93455,38,38.7,0-17,Santa Barbara
2018,93458,100,48.8,0-17,Santa Barbara
2018,93501,33,216.2,0-17,Kern
2018,93505,45,129.9,0-17,Kern
2018,93514,13,47.2,0-17,Inyo
2018,93534,150,132.1,0-17,Los Angeles
2018,93535,389,168.6,0-17,Los Angeles
2018,93536,125,74.9,0-17,Los Angeles
2018,93543,20,56.4,0-17,Los Angeles
2018,93546,18,101.1,0-17,Mono
2018,93550,347,144.7,0-17,Los Angeles
2018,93551,84,65.6,0-17,Los Angeles
2018,93552,104,87.7,0-17,Los Angeles
2018,93555,56,68,0-17,Kern
2018,93560,53,103.7,0-17,Kern
2018,93561,27,39.3,0-17,Kern
2018,93591,29,123.2,0-17,Los Angeles
2018,93609,28,165,0-17,Fresno
2018,93610,47,92.5,0-17,Madera
2018,93611,62,57.5,0-17,Fresno
2018,93612,122,130.7,0-17,Fresno
2018,93614,20,99.5,0-17,Madera
2018,93615,20,89.4,0-17,Tulare
2018,93618,91,84.4,0-17,Tulare
2018,93619,46,44.1,0-17,Fresno
2018,93620,42,138.4,0-17,Merced
2018,93622,42,133.6,0-17,Fresno
2018,93625,27,125.3,0-17,Fresno
2018,93630,50,73.3,0-17,Fresno
2018,93631,50,108.2,0-17,Fresno
2018,93635,116,89.5,0-17,Merced
2018,93636,20,80.8,0-17,Madera
2018,93637,130,109.1,0-17,Madera
2018,93638,238,127.9,0-17,Madera
2018,93640,55,119.1,0-17,Fresno
2018,93646,44,105.9,0-17,Fresno
2018,93647,33,78.5,0-17,Tulare
2018,93648,102,168.9,0-17,Fresno
2018,93654,95,102.3,0-17,Fresno
2018,93656,21,99.3,0-17,Fresno
2018,93657,100,92.9,0-17,Fresno
2018,93660,12,65.6,0-17,Fresno
2018,93662,153,164.3,0-17,Fresno
2018,93701,91,201.1,0-17,Fresno
2018,93702,278,162.7,0-17,Fresno
2018,93703,222,202.7,0-17,Fresno
2018,93704,103,170.7,0-17,Fresno
2018,93705,241,195.2,0-17,Fresno
2018,93706,279,195.1,0-17,Fresno
2018,93710,86,140,0-17,Fresno
2018,93711,47,66,0-17,Fresno
2018,93720,61,57.9,0-17,Fresno
2018,93722,390,162.3,0-17,Fresno
2018,93723,35,108.5,0-17,Fresno
2018,93725,154,179.1,0-17,Fresno
2018,93726,203,177.9,0-17,Fresno
2018,93727,278,113.9,0-17,Fresno
2018,93728,57,146.8,0-17,Fresno
2018,93901,31,48.2,0-17,Monterey
2018,93905,157,73,0-17,Monterey
2018,93906,112,62.7,0-17,Monterey
2018,93907,25,48.7,0-17,Monterey
2018,93927,29,44.5,0-17,Monterey
2018,93930,27,51.7,0-17,Monterey
2018,93933,36,65,0-17,Monterey
2018,93940,19,38,0-17,Monterey
2018,93955,44,48.8,0-17,Monterey
2018,93960,21,35.2,0-17,Monterey
2018,94010,15,17.7,0-17,San Mateo
2018,94014,58,59.7,0-17,San Mateo
2018,94015,79,70,0-17,San Mateo
2018,94019,17,38,0-17,San Mateo
2018,94025,28,26,0-17,San Mateo
2018,94030,13,32.1,0-17,San Mateo
2018,94040,17,22,0-17,Santa Clara
2018,94044,34,46.3,0-17,San Mateo
2018,94061,31,34,0-17,San Mateo
2018,94062,13,24.2,0-17,San Mateo
2018,94063,87,93.9,0-17,San Mateo
2018,94066,45,49.7,0-17,San Mateo
2018,94070,12,18.1,0-17,San Mateo
2018,94080,75,55.8,0-17,San Mateo
2018,94085,12,21.2,0-17,Santa Clara
2018,94086,32,28.2,0-17,Santa Clara
2018,94087,31,21.8,0-17,Santa Clara
2018,94102,36,113.1,0-17,San Francisco
2018,94103,33,78.9,0-17,San Francisco
2018,94107,33,92.5,0-17,San Francisco
2018,94109,25,70.1,0-17,San Francisco
2018,94110,110,102.2,0-17,San Francisco
2018,94112,116,76.4,0-17,San Francisco
2018,94114,17,40.1,0-17,San Francisco
2018,94115,29,75.5,0-17,San Francisco
2018,94116,32,45.2,0-17,San Francisco
2018,94117,25,68.5,0-17,San Francisco
2018,94118,22,36.2,0-17,San Francisco
2018,94121,31,48.3,0-17,San Francisco
2018,94122,54,64.7,0-17,San Francisco
2018,94123,17,55.5,0-17,San Francisco
2018,94124,151,160.2,0-17,San Francisco
2018,94127,12,34.6,0-17,San Francisco
2018,94131,21,44.7,0-17,San Francisco
2018,94132,26,72.9,0-17,San Francisco
2018,94134,81,104.7,0-17,San Francisco
2018,94303,82,62.8,0-17,Santa Clara
2018,94306,12,20,0-17,Santa Clara
2018,94401,42,54.2,0-17,San Mateo
2018,94402,24,41.3,0-17,San Mateo
2018,94403,31,33.6,0-17,San Mateo
2018,94404,15,19,0-17,San Mateo
2018,94501,90,74,0-17,Alameda
2018,94502,13,52.8,0-17,Alameda
2018,94503,32,56,0-17,Napa
2018,94505,20,51.8,0-17,Contra Costa
2018,94509,255,156.5,0-17,Contra Costa
2018,94510,19,36.8,0-17,Solano
2018,94513,83,44.5,0-17,Contra Costa
2018,94517,13,56.5,0-17,Contra Costa
